sha256,group_size,batch_set,class_set,path
4aa655526508b072b4460aea73deed503c1e248d24ff46acd23e1746186fc2c4,4,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_005.jpg"
4aa655526508b072b4460aea73deed503c1e248d24ff46acd23e1746186fc2c4,4,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_045.jpg"
59eb317848a81ac7f0b187d946df9b73a288d24d36542cfcd92a89a57351ebb1,4,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00212.jpg
59eb317848a81ac7f0b187d946df9b73a288d24d36542cfcd92a89a57351ebb1,4,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00251.jpg
59eb317848a81ac7f0b187d946df9b73a288d24d36542cfcd92a89a57351ebb1,4,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_006.jpg"
59eb317848a81ac7f0b187d946df9b73a288d24d36542cfcd92a89a57351ebb1,4,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_046.jpg"
7d5e3743cda894bc3807556dc151e8626ca8d957af9cc7753460156cfd1eec95,4,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00213.jpg
7d5e3743cda894bc3807556dc151e8626ca8d957af9cc7753460156cfd1eec95,4,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00252.jpg
7d5e3743cda894bc3807556dc151e8626ca8d957af9cc7753460156cfd1eec95,4,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_007.jpg"
7d5e3743cda894bc3807556dc151e8626ca8d957af9cc7753460156cfd1eec95,4,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_047.jpg"
9fcb4a8021df0f341cc86297989779a46d890855446a28ac70ee15c26ec30c6e,4,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00250.jpg
9fcb4a8021df0f341cc86297989779a46d890855446a28ac70ee15c26ec30c6e,4,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00265.jpg
9fcb4a8021df0f341cc86297989779a46d890855446a28ac70ee15c26ec30c6e,4,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_040.jpg"
9fcb4a8021df0f341cc86297989779a46d890855446a28ac70ee15c26ec30c6e,4,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_055.jpg"
12f4c8e1c7dca1ea43bd4acc476db05c374ea0a16937242ecb4440031669cc34,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00114.jpg
12f4c8e1c7dca1ea43bd4acc476db05c374ea0a16937242ecb4440031669cc34,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00244.jpg
12f4c8e1c7dca1ea43bd4acc476db05c374ea0a16937242ecb4440031669cc34,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_039.jpg"
18aabf84390f7c91f3a6b01bde8692497201ab7ddc411c4cc88764c915ae0b0b,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00120.jpg
18aabf84390f7c91f3a6b01bde8692497201ab7ddc411c4cc88764c915ae0b0b,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00247.jpg
18aabf84390f7c91f3a6b01bde8692497201ab7ddc411c4cc88764c915ae0b0b,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_042.jpg"
472ac9d824c6ef21e740c803d2f87a0dcc206cfe5383f3cc805890424a684188,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00355.jpg
472ac9d824c6ef21e740c803d2f87a0dcc206cfe5383f3cc805890424a684188,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_080.jpg"
472ac9d824c6ef21e740c803d2f87a0dcc206cfe5383f3cc805890424a684188,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_081.jpg"
4aef757acf1ba4668dc9782ac51a9b8c34f7b34eb195f4625ce91340d4403e66,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00109.jpg
4aef757acf1ba4668dc9782ac51a9b8c34f7b34eb195f4625ce91340d4403e66,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00249.jpg
4aef757acf1ba4668dc9782ac51a9b8c34f7b34eb195f4625ce91340d4403e66,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_044.jpg"
52f0710f541572156da828b9dfa06074ff12e2c2b2d33abdccdb5c837ee28a83,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00123.jpg
52f0710f541572156da828b9dfa06074ff12e2c2b2d33abdccdb5c837ee28a83,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00276.jpg
52f0710f541572156da828b9dfa06074ff12e2c2b2d33abdccdb5c837ee28a83,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_071.jpg"
74227fb090f232db5f30db68663f6ea09f8b99e02f9e83bc42a2bb8ad177aa68,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00117.jpg
74227fb090f232db5f30db68663f6ea09f8b99e02f9e83bc42a2bb8ad177aa68,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00246.jpg
74227fb090f232db5f30db68663f6ea09f8b99e02f9e83bc42a2bb8ad177aa68,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_041.jpg"
b560d9cb3e8f980fbf0f26128267a3920346cdef2a6545f463b04628f2d58ea3,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00111.jpg
b560d9cb3e8f980fbf0f26128267a3920346cdef2a6545f463b04628f2d58ea3,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00242.jpg
b560d9cb3e8f980fbf0f26128267a3920346cdef2a6545f463b04628f2d58ea3,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_037.jpg"
e2d30763e2cb636cb471f007e533eb87cfd5b880d562abcb870ebd571a07da12,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00112.jpg
e2d30763e2cb636cb471f007e533eb87cfd5b880d562abcb870ebd571a07da12,3,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00243.jpg
e2d30763e2cb636cb471f007e533eb87cfd5b880d562abcb870ebd571a07da12,3,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_038.jpg"
0123048fdbb1b5b1ce97c26c26f4121330018c69eb55e9f2005c2b1ef6a2134f,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00222.jpg
0123048fdbb1b5b1ce97c26c26f4121330018c69eb55e9f2005c2b1ef6a2134f,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_016.jpg"
029359301d97f86ceb5bd752ae0be2ab8579150f11de7799665cbdd3b40c5ef7,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00279.jpg
029359301d97f86ceb5bd752ae0be2ab8579150f11de7799665cbdd3b40c5ef7,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_074.jpg"
0325d10e129ec24113d06ad714199eb84282a1c7557559c23b113fc0060f0c34,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00307.jpg
0325d10e129ec24113d06ad714199eb84282a1c7557559c23b113fc0060f0c34,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_061.jpg"
03fae2c6ac73347c68560a125f3f8dcffc287510f7af152bb3d0a6c9fe445f37,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00218.jpg
03fae2c6ac73347c68560a125f3f8dcffc287510f7af152bb3d0a6c9fe445f37,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_008.jpg"
048325eb8232f220a1328fd0d3f437c62827671ec7ba3a7c5ac0338fbeb31ea7,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00256.jpg
048325eb8232f220a1328fd0d3f437c62827671ec7ba3a7c5ac0338fbeb31ea7,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_046.jpg"
048c0802a51763a17b5e3f0fed465a5b5329842e8d45ff39d0884d71bfb8c541,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00356.jpg
048c0802a51763a17b5e3f0fed465a5b5329842e8d45ff39d0884d71bfb8c541,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_082.jpg"
092aa7aeeccee53081b8f7f0953982bb315e8d4d1cb09e7f0ef92b2bf05d40a5,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00223.jpg
092aa7aeeccee53081b8f7f0953982bb315e8d4d1cb09e7f0ef92b2bf05d40a5,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_017.jpg"
0a227fcfe086630e2afd705cb22bec2b23f390db792f3ba602d40d2b34dc877c,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00255.jpg
0a227fcfe086630e2afd705cb22bec2b23f390db792f3ba602d40d2b34dc877c,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_045.jpg"
0fb2cbcc44adfac085862d388f0c15304c696c65b45d7f4fd8a7a8a9b76c13c1,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00258.jpg
0fb2cbcc44adfac085862d388f0c15304c696c65b45d7f4fd8a7a8a9b76c13c1,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_053.jpg"
102833e8104b59da5b426c98eda9e2a759f27001c6b27317c3871e98d0d03988,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00316.jpg
102833e8104b59da5b426c98eda9e2a759f27001c6b27317c3871e98d0d03988,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_070.jpg"
106041b4a01c5fc1cc685e0399d3696fec639f5896e30e50c8ca9a7246f8d5ca,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00232.jpg
106041b4a01c5fc1cc685e0399d3696fec639f5896e30e50c8ca9a7246f8d5ca,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_022.jpg"
109739e22628ad1aba26287cc43bc2f49351c77f36c765a1e08e6ea44af9a5cc,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00254.jpg
109739e22628ad1aba26287cc43bc2f49351c77f36c765a1e08e6ea44af9a5cc,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_044.jpg"
11928990d46039ef1ced32ce2a60e64f7a2741f1badcd5074edbcc612c607242,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00357.jpg
11928990d46039ef1ced32ce2a60e64f7a2741f1badcd5074edbcc612c607242,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_083.jpg"
13cb646acf40d836b3e7fe3800a55db9dc69d55abd83f0d94fb70e8155047a66,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00228.jpg
13cb646acf40d836b3e7fe3800a55db9dc69d55abd83f0d94fb70e8155047a66,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_022.jpg"
187003b2a5790c722cb9ed4097e6bd44e054bebb319ac4d703ff934b0dc02a39,2,new_20260626+old_20260603,ブレース,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/ブレース/e-00379.jpg
187003b2a5790c722cb9ed4097e6bd44e054bebb319ac4d703ff934b0dc02a39,2,new_20260626+old_20260603,ブレース,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/ブレース/brace_106.jpg"
1943ba6b0219590a7fd6f18dc39fed6656039fbcfb03acfed2e458a650532ae8,2,new_20260626,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00022.jpg
1943ba6b0219590a7fd6f18dc39fed6656039fbcfb03acfed2e458a650532ae8,2,new_20260626,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00023.jpg
1d4e8a9629b25cf4fb84d598e5b24a27bca6acd099e9ba67074633115b6ec39e,2,new_20260626+old_20260603,柱脚,data/raw_new_classes_20260630/extracted/1QoykPgS4pggCKbQ_8Cxebydpx7G3sdav/柱脚/f-00306.jpg
1d4e8a9629b25cf4fb84d598e5b24a27bca6acd099e9ba67074633115b6ec39e,2,new_20260626+old_20260603,柱脚,"data/raw_new_classes_20260630/extracted/1uGRLTk7tVs8Lv0SOzTDRZ7Y7MNadZrtg/20260603_アノテーションモデル用データ_ブレース,柱脚/柱脚/columnbase_060.jpg"
